,title,lyrics,text_author,composer,artist,nr
192,Znów wędrujemy,wędrować ciepły kraj malachitowy łąka morze ptak powrotny umierać wśród pomarańcza rozdroże fioletowy szary łąka niebo rozpinać płynność arkada pejzaż powieka miękko wsiąkać zakrzepnąć sól nagi warga wieczór prąd zatoka noc lizać mór słodki grzywa miękki gruszka brzemieć lato wiatr sparzyć pokrzywa fontanna perłowy noc winogrono gwiazda rozdawać wędrować ciepły ziemia wędrować ciepły kraj malachitowy łąka morze ptak powrotny umierać wśród pomarańcza rozdroże insć wędrować ciepły kraj malachitowy łąka morze ptak powrotny umierać wśród pomarańcza rozdroże fontanna perłowy noc winogrono gwiazda rozdawać wędrować ciepły ziemia wędrować ciepły kraj malachitowy łąka morze,K.K.Baczyński,G. Turnau,Grzegorz Turnau,730
193,Testament,iść samotny wśród góry zagubiony świat wiatr ścieżka me znać słońce niebaw horyzont wynieść świat zawładnąć mgły wśród ciemność ognik ujrzeć dobry znak nowy ludziezie poznać nauczyć gawęda stary świat niech dowiedzieć tracić świerk szum opowiedzieć zaszły sto strumień orzeźwić stopa kiedyś woda dać spragniony góry wędrowiec szla tędya góra góra chować oblicze dokładnie znać ujść zaliczyć choć drogi szmata wciąż przybywać świat starzeć cóż naturalny rzecz przeglądać stary szpargał przeczytać tekst niech dowiedzieć tracić świerk szum opowiedzieć zaszły sto strumień orzeźwić stopa kiedyś woda dać spragniony góry wędrowiec szla tędya,,,,258
194,Testament,iść samotnia wśród góry zagubiony świat wiatr ścieżka me znać słońce niebaw horyzont wynieść las zawładnąć mgły wśród ciemność ognik ujrzeć dobry znak nowy ludziezie poznać nauczyć gawęda stary niech dowiedzieć tracić świerk szum opowiedzieć zaszły sto strumień orzeźwić stopa kiedyś woda dać spragniony upał wędrowiec szla tędya góra góra chować oblicze dokładnie znać ujść zaliczyć choć ziemia szmata wciąż przybywać świat starzeć cóż naturalny rzecz przeglądać stary szpargał przeczytać tekst niech dowiedzieć,,,Arkadiusz Belica,1371
195,Beskid,beskiść rozzłocić buk beskiść rozzłocić buk chodzić bukowina dłuto ręka dziewczęcy twarz uśmiech rzeźbić niech płakać niech cieszyć kapliczka drogi beskiść malować cerkiewny dacha beskiść zapach miód bukowy pień wracać rudy jesień przełęcz tobół nieść słuchać bić dzwony przedwieczorny czas beskiść malować wiatry domowy beskiść słowo inaczy brzmieć krzyczeć jesienny ciszyć wiatr szeleścić liść wolność tulić ciepły ręka źrebak tulić ręka beskiść zamyślony czas beskiść zamyślony czas chodzić góry poddasze zerwać marzyć struna przewiązywać niespokojny dłoń drzewo niech grać rozstaje drogi beskiść malować cerkiewny dacha beskiść zapach miód bukowy pień wracać rudy jesień przełęcz tobół nieść słuchać bić dzwony przedwieczorny czas beskiść malować wiatry domowy beskiść słowo inaczy brzmieć krzyczeć jesienny ciszyć wiatr szeleścić liść wolność tulić ciepły ręka źrebak tulić ręka,Andrzej Wierzbicki,Andrzej Wierzbicki,Andrzej Wierzbicki,203
196,Beskid,beskiść rozzłocić buk beskiść rozzłocić buk chodzić bukowina dłuto ręka dziewczęcy twarz uśmiech rzeźbić niech płakać niech cieszyć kapliczka drogi beskiść malować cerkiewny dacha beskiść zapach miód bukowy pień wracać rudy jesień przełęcz tobół nieść słuchać bić dzwony przedwieczorny czas beskiść malować wiatry domowy beskiść słowo inaczy brzmieć krzyczeć jesienny ciszyć wiatr szeleścić liść wolność tulić ciepły ręka źrebak tulić ręka beskiść zamyślony czas beskiść zamyślony czas chodzić poddasze góry zerwać marzyć struna przywiązywać niespokojny dłoń drzewo niech grać rozstaje drogi beskiść,Andrzej Wierzbicki,Andrzej Wierzbicki,SETA,866
197,Beskid,wiosna barwy góry ptak śpiew wabić słońce promień budzić sn dawny drogi wieść poprzez lasa brąz cerkiewka wśród zielony drzewo żalić samotność wśród beskidzki wzgórze ślad przeszłość znaleźć beskiść beskiść piękny zapomnieć świeży zieleń błogosz stok góry szmer strumień ukołysać sn słońce skryć wśród chmura dąsać ciepły pieszczota pragnąć świat dziewczyna chcieć nikt smutny świątko rozstaje drogi słuchać prośba donia zanosić świat słońce rozpromienić twarz beskiść beskiść szary zapłakany mgły szczyt skryty słońce wykrawać barwy wiosna weć,,,Wolna Grupa Bukowina,1406
198,Piosenka wieczorem v1,dacha szukać gwiazda spadać krótki drogi spadać gwiazda żyto wyszeptać zania wzejść słońce dół policzek sunia spadać gwiazda dacha szukać słońce złoty ciszyć milczenie złoto stawać postrzec choć prawda milczeć dół słyszeć samotny złoty bywać ciężki milczenie zachmurzyć niebo spojrzenie drżeć maleńki gwiazda błyszczeć piętno prawda dzień minąć szeptać słowo wstawać nowy słońce dół policzek sunia spadać,Robert Marcinkowski,Robert Marcinkowski,Robert Marcinkowski,625
199,Piosenka wieczorem v2,dacha szukać gwiazda spadać krótki drogi spadać gwiazda żyto wyszeptać zania wzejść słońce dół policzek sunia spadać gwiazda dacha szukać słońce złoty ciszyć milczenie złoto stawać postrzec choć prawda milczeć dół słyszeć samotny złoty bywać ciężki milczenie zachmurzyć niebo spojrzenie drżeć maleńki gwiazda błyszczeć piętno prawda dzień minąć szeptać słowo wstawać nowy słońce dół policzek sunia spadać,R. Marcinkowski,G. Śmiałowski,Bez Zobowiązań,631
200,Górska ballada,przyłączyć wędrówka raz przemierzać górski szlaka rzadki odezwać słowo chybać raz kiedyś schronisko noc zdybać otworzyć zeszyt wypłowieć spć palec spłynąć dźwięk gitara słowo znać bliski zagrać ballada zamknąć echo góry zagrać ballada górski potok szumieć wieczór śpiewać mówić piosenka imię dziewczyna wspomnienie duży miasto dymić ognisko noc przespać szlak pożegnać odejść drogi znać odejść majster bieda kiedyś powrócić czekać zagrać ballada zamknąć echo góry zagrać ballada górski potok szumieć górski potok szumieć,Leszek Kopeć,Leszek Kopeć,Leszek Kopeć,282
201,Górska Ballada,przyłączyć wędrówka raz przemierzać górski szlaka rzadki odezwać słowo chybać raz kiedyś schronisko noc zdybać otworzyć zeszyt wypłowieć spć palec spłynąć dźwięk gitara słowo znać bliski zagrać ballada zamknąć echo góry zagrać ballada górski potok szumieć wieczór śpiewać mówić piosenka imię dziewczyna wspomnienie duży miasto dymić ognisko noc przespać szlak pożegnać odejść drogi znać odejść majster bieda kiedyś powrócić czekać zagrać ballada zamknąć echo góry zagrać ballada górski potok szumieć,Leszek Kopeć,Leszek Kopeć,Leszek Kopeć,516
202,Pieśń XXIX,żyto niebo iść połoniński pochód buk srebrny jeździec wiosna sokół nadal tamten połonina wiatr chmura wiosenny grzywa chorągiew wspomnienie twarz włos wiać ciało mroczny rytm wznosić góry opadać dzieje wiosna przyjść wypalać miłość stary trawa żyto niebo iść połoniński pochód buk srebrny jeździec wiosna sokół popiół rozwiać grzech ciszyć zawilec zasiać grzmieć włos przestrzeń wielki okno świat ciało mroczny rytm wznosić góry opadać dzieje wiosna przyjść wypalać miłość stary trawa,Jerzy Harasymowicz,Wojciech Szymański,Dom o zielonych progach,240
203,Pieśń XXIX,żyto niebo iść połoniński pochód buk srebrny jeździec wiosna sokół nadać tamten połonina wiatr chmura wiosenny grzywa chorągiew wspomnienie twarz włos wiać ciało mroczny rytm wznosić góry opadać dzieje wiosna przyjść wypalać miłość stary trawa żyto niebo iść połoniński pochód buk srebrny jeździec wiosna sokół popiół rozwiać grzech ciszyć zawilec zasiać grzmieć włos przestrzeń wielki okno świat,Jerzy Harasymowicz,Wojtek Szymański,Dom o Zielonych Progach,835
204,Noc albo oczekiwanie na śniadanie,pochylić róża bóg pochylić ucho kolczyk róża bóg ucho dzban pić nikt kolczyk ucho dzban modlitwa wabić wabić błysk nóż piękny serce koza czystość zachować gorzeć lewo spalić dawny lasa popiół grzywa pochylić róża bóg pochylić wytrysnąć słońce wytrysnąć,Edward Stachura,Krzysztof Myszkowski,Stare Dobre Małżeństwo,378
205,Noc albo oczekiwanie na śniadanie,pochylić róża bóg pochylić ucho kolczyk róża bóg ucho dzban pić nikt kolczyk ucho dzban modlitwa wabić wabić błysk nóż piękny serce koza czyścić zachować gorzeć lewo spalić dawny lasa popiół grzywa pochylić róża bóg pochylić wytrysnąć słońce wytrysnąć,Edward Stachura,Krzysztof Myszkowski,Stare Dobre Małżeństwo,1049
206,Majster bieda,przychodzić znać ręka podać rów siadać wyjmować chleb ser przekładać dzielić pes tył majster bieda czapka głowa ściągać wiatr gałęzie chylić drzewo śmieć słońce śpiewać gwiazda droga koniec iść znać pięć palec szeląg zły majster bieda nikt pytać wziąć ogień przysiadać wtulać krąg ciepły kożuch znużyć drogi wędrowiec bożyć zasypiać długi gapić noc majster bieda nastąpić rok smutny rok widać przyjść bieda zielony wiosna miejsce siadać zielsko zarość choć niejeden wytężać wzrok choć lato pusty gościniec przeszły rudy liść jesień scheda wiatr nieść popłynąć przeszłość wiatr nieść popłynąć przeszłość wiatr nieść popłynąć przeszłość majster bieda,Wojciech Bellon,Wojciech Bellon,Wolna Grupa Bukowina,129
207,Majster Bieda,przychodzić znać ręka podać rów siadać wyjmować chleb ser przekładać dzielić pes tył majster bieda czapka głowa ściągać wiatr gałęzie chylić drzewo śmieć ogień śpiewać gwiazda drogi koniec iść znać pięć palec szeląg zły majster bieda nikt pytać wziąć ogień przysiadać wtulać krąg ciepły kożuch zmęczyć drogi wędrowiec bożyć zasypiać długi gapić noc majster bieda nastąpić rok smutny rok widać przyjść bieda zielony wiosna miejsce siadać zielsko zarość choć niejeden wytężać wzrok choć lato pusty gościniec przeszły rudy liść jesienny scheda wiatr nieść popłynąć przeszłość majster bieda,Wojciech Belon,Wojciech Belon,Wolna Grupa Bukowina,1411
208,Nuta z Ponidzia,pole pole miedza miedza błocko skisły mgła wiatr szybki kroki drobić iść wiosna iść iść wiosna iść rozłożyć wiosna spódnica zielony przykryć błoto bury łan pachnieć ziemia ciało młody póky wiosna póky trwać póky wiosna póky trwać rozpuścić wiosna warkotać kwiecisty zbarwnić łąka kram odpust wiślica póky wiosna póky trwać póky wiosna póky trwać poniść wiosenny poniść leniwy prężyć słońce kota rozciągnąć pole lichy lasa pstry łozina skałka słońce rozogniony niść łąka roziskrzyć ponidzia wiosna trwać ponidzia wiosna trwać ponidzia,,,Wolna Grupa Bukowina,188
209,Nuta z Ponidzia,pole pole miedza miedza błocko skisły mgła wiatr szybki kroki drobić iść wiosna iść rozłożyć wiosna spódnica zielony przykryć błoto bury łan pachnieć ziemia ciało młody póky wiosna póky trwać rozpuścić wiosna warkotać kwiecisty zbarwiać łąka kram odpust wiślica póky wiosna póky trwać poniść wiosenny poniść leniwy prężyć słońce kota rozciągnąć pole lichy lasa pstry łozina skałka słońce rozogniony niść łąka roziskrzyć ponidzia wiosna trwać ponidzia,W. Belon,W. Belon,Wolna Grupa Bukowina,1402
210,Krajka,chorał dzwonki dzień rozkwitać rosa rzęsa mokry mgła turkotać pierwszy brykać słońce wyruszać włóczęga drogi pylisty drogi polny kolorowy panna krajka słońce wznosić stodoła tańczyć walec gitara spodnie wytrzeć buta stary wiatry nieść skrzydło zmoknąć świerszcz stroić skrzypka żuraw wesprzeć cembrowina nanosić woda ludziezie napić drogi pylisty drogi polny kolorowy panna krajka słońce wznosić stodoła tańczyć walec gitara spodnie wytrzeć buta stary wiatry nieść skrzydło,,,,102
211,Krajka (pełna wersja),chorał dzwonki dzień rozkwitać rosa rzęsa mokry mgła turkotać pierwszy brykać słońce wyruszać włóczęga drogi pylisty drogi polny kolorowy panna krajka słońce wznosić stodoła tańczyć walec gitara spodnie wytrzeć buta stary wiatry nieść gitara spodnie wytrzeć buta stary wiatry nieść schrypnięty skrzypki stroić świerszcz żuraw wesprzeć cembrowina nanosić woda ludziezie napić heliosoba dojechać południe pot ludziezki kark mokry kurz terkotać drugi brykać słońce zenit stodoła drogi pylisty drogi polny kolorowy panna krajka słońce zenit stodoła daleja tańczyć walec gitara spodnie wytrzeć buta stary wiatry nieść gitara spodnie wytrzeć buta stary wiatry nieść zapach siano grać muzyka wieczorny rosa zioło mokry drogi przemknąć trzecia brykać purpura płony strzecha złoty drogi pylisty drogi polny kolorowy panna krajka słońce zachodzić stodoła kończyć tańczyć walec gitara spodnie wytrzeć buta stary wiatry nieść gitara spodnie wytrzeć buta stary wiatry nieść poszum mgły dzień zamykać ostatni świerszcz schować skrzypka ciszyć terkotać czwarty brykać słońce zaszły stodoła drogi pylisty drogi polny kolorowy panna krajka słońce zaszły stodoła zakończyć walec gitara spodnie wytrzeć buta stary wiatry nieść gitara spodnie wytrzeć buta stary wiatry nieść,T. Chmielewski,,,41
212,Rzeka,wsłuchać cichy piosenka wyniść brzeg pierwszy raz wiedzieć rzeka kochać rzeka odtąd pójść dobry rzeka mądry woda wiedzieć stopa znużyć prowadzić siła brak brak wieża miasto łuna światło oko zszarzały raz witać pustka żegnać milczenie gdymić stać nurt dobry rzeka mądry woda wiedzieć stopa znużyć prowadzić siła brak brak dzień rzeka gdzieża począć kresa dać bóg żyć braknąć szlaka przemierzyć poznać melodia dobry rzeka mądry woda wiedzieć stopa znużyć prowadzić siła brak brak,,,Wolna Grupa Bukowina,341
213,Rzeka,wsłuchać cichy piosenka wyniść brzeg pierwszy raz wiedzieć rzeka kochać rzeka odtąd pójść dobry rzeka mądry woda wiedzieć stopa znużyć prowadzić siła brak brak wieża miasto łuna światło oko zszarzały raz witać pustka żegnać milczenie gdymić stać nurt dzień rzeka gdzieża począć kresa dać bóg żyć braknąć szlaka przemierzyć poznać melodia,W. Jarociński,W. Jarociński,Wolna Grupa Bukowina,1437
214,Jak dobrze nam,zdobywać góry młody pierś chłonąć wiatr prężny stopa deptać chmura palka ranić szczyt tatra ucho szumieć strumień śpiew żyła roztętnić krewić hejże hejże ha żyć póky czas wieć wieć ujrzeć głęboki noc wędrować jasny wstęga szosa patrzeć gwiazda niebo złocić czekać przynieść los ucho szumieć strumień śpiew żyła roztętnić krewić hejże hejże ha żyć póky czas wieć wieć ujrzeć wielki szczyt dolina próg wracać przyjaciel jasny twarz witać młody dusza radować ucho szumieć strumień śpiew żyła roztętnić krewić hejże hejże ha żyć póky czas wieć wieć ujrzeć ognisko tęczowy wstęga marzyć snuć patrzeć niebo iskra tryskać wokół siebie przyjaźń czuć oko blask ogień żar dusza młodość czara hejże hejże ha żyć póky czas wieć wieć ujrzeć,,,,60
215,Jak dobrze nam,zdobywać góry młody pierś chłonąć wiatr prężny stopa deptać chmura palka ranić szczyt tatra ucho szumieć strumień śpiew żyła rozogniony krewić hejże hejże ha żyć póky czas wieć wieć ujrzeć głęboki noc wędrować jasny wstęga szosa patrzeć gwiazda niebo złocić czekać przynieść los ucho szumieć strumień śpiew żyła rozogniony krewić hejże hejże ha żyć póky czas wieć wieć ujrzeć ognisko tęczowy wstęga marzyć snuć patrzeć niebo iskra tryskać wokół siebe przyjaźń czuć oko blask ognać żar dusza młodość czara hejże hejże ha żyć póky czas wieć wieć ujrzeć,,,,349
